Прізвище;Ім’я;По батькові;Стать;Дата народження;Посада;Місто проживання;Адреса проживання;Телефон;Email
Дейнеко;Тетяна;Клавдіяівна;Жіноча;1964-06-19;Доцент;село Ківерці;проспект Амбулаторний, буд. 359 кв. 436, Верхньодніпровськ, 39266;009 094-56-18;wfartushniak@example.org
Щербак;Демʼян;Єлисейович;Чоловіча;1984-11-16;Сценарист;хутір Люботин;набережна Наявний 3-й, буд. 118 кв. 06, Підгородне, 11846;+380 22 168 91 63;zarubaiaroslav@example.net
Назаренко;Валентин;Адамович;Чоловіча;1992-07-12;Публіцист;селище Славута;вулиця Грибоєдова, буд. 7 кв. 011, Кодима, 14617;+380 86 287-85-91;pavlo83@example.net
Забара;Микита;Леопольдович;Чоловіча;1985-04-02;Дипломат;місто Феодосія;провулок Нечипуренка, буд. 957 кв. 49, Кролевець, 70039;+380 23 937-22-39;iaremakovaliuk@example.org
Якименко;Тетяна;Одаркаівна;Жіноча;1970-07-04;Юрист;село Славута;шосе Мічманський 2-й, буд. 52 кв. 106, Новий Розділ, 20296;855 41 36;mykytazhuravel@example.com
Петлюра;Яків;Дмитроович;Чоловіча;1952-10-29;Лікар;село Глиняни;парк Мазепи Івана, буд. 5 кв. 383, Монастирище, 71275;+380 25 327-18-56;tilchenko@example.net
Штокало;Устим;Данилоович;Чоловіча;1992-08-12;Флорист;хутір Глиняни;набережна Тираспольська, буд. 581 кв. 32, Новий Розділ, 78792;+380 00 239-54-15;parmen92@example.net
Дейнеко;Миколай;Євгенович;Чоловіча;1971-09-30;Ботанік;село Перечин;парк Остапа Вишні, буд. 16 кв. 65, Сулимівка (Слов'янськ), 49059;+380 (50) 982-24-28;gieshchenko@example.net
Бевз;Андрій;Варфоломійович;Чоловіча;1939-01-30;Мистецтвознавець;хутір Балта;шосе Весняна, буд. 406 кв. 574, Остер , 57480;797 13 99;stalan@example.org
Дзиндра;Вʼячеслав;Георгійович;Чоловіча;1997-12-27;Скульптор;місто Євпаторія;набережна Василя Кандинського 2-й, буд. 632, Бровари, 28068;028 758 90 52;dtsymbaliuk@example.com
Юрчук;Варвара;Ярославаівна;Жіноча;1944-06-17;Живописець;селище Білгород-Дністровський;провулок Скляний 1-й, буд. 956 кв. 88, Таврійськ, 35442;+380 06 365-17-51;jhodunok@example.org
Носенко;Еріка;Анітаівна;Жіноча;1963-05-02;Пілот;хутір Кадіївка;вулиця Ботанічний, буд. 324, Вознесенськ, 21839;250-13-49;erika65@example.org
Чміль;Ольга;Людмилаівна;Жіноча;1956-07-18;Художник;хутір Ялта;вулиця Махачкалинська, буд. 7 кв. 4, Часів Яр, 83847;357-03-09;nnesterenko@example.com
Гузій;Марія;Ярославаівна;Жіноча;2008-03-12;Ботанік;село Біляївка;шосе Абрикосова, буд. 27, Обухів, 47929;+380 (89) 295-27-45;dubynabohuslava@example.com
Артеменко;Ростислав;Єлисейович;Чоловіча;2002-08-18;Біолог;місто Світловодськ;набережна Костанді, буд. 047 кв. 2, Іловайськ, 65928;+380 65 945-07-58;alina64@example.com
Стець;Ольга;Юстинаівна;Жіноча;1973-06-08;Юрист;хутір Мостиська;проспект Лінія 45-та, буд. 40 кв. 9, Зіньків, 88303;590-62-50;larysapoltavets@example.net
Артюшенко;Давид;Климентович;Чоловіча;1953-05-10;Геофізик;селище Білозерське;площа Травневий 2-й, буд. 72 кв. 5, Вишгород, 87154;394-82-34;ielysei65@example.com
Бабариченко;Демʼян;Аркадійович;Чоловіча;1942-11-25;Штукатур;село Звенигородка;провулок Лінія 36-та, буд. 990, Новоукраїнка, 41173;394 88 65;ponishchuk@example.net
Ґоляш;Гліб;Прохірович;Чоловіча;1992-03-07;Геофізик;селище Старий Самбір;вулиця Польовий 1-й, буд. 895 кв. 285, Міусинськ, 46831;+380 40 916 46 23;bazylevskyivarfolomii@example.net
Гриценко;Климент;Сергійович;Чоловіча;1966-06-09;Секретар;місто Новодружеськ;провулок Академіка Вільямса, буд. 85, Радехів, 91925;+380 29 158-54-88;iaroslavhavrylyshyna@example.net
Чередник;Ярина;Алінаівна;Жіноча;1963-10-13;Мікробіолог;місто Новий Буг;площа Гілельса, буд. 9 кв. 347, Біляївка, 45276;079 363 11 56;nataliia85@example.com
Дубенко;Людмила;Едитаівна;Жіноча;1996-01-21;Вчитель;село Ржищів;сквер Амбулаторний 2-й, буд. 5 кв. 65, Славута, 53922;570 62 76;wmalyk@example.org
Бездітко;Ада;Оксанаівна;Жіноча;1977-09-30;Євнух;селище Кобеляки;вулиця Стамбульський, буд. 95 кв. 1, Любомль, 59445;887-52-18;irvanetsiosyp@example.org
Фоменко;Богуслав;Остапович;Чоловіча;1945-09-26;Правник;хутір Іршава;проспект Байкальська, буд. 940 кв. 89, Валки , 72154;731-03-09;zhaivoroneduard@example.com
Василашко;Валентина;Марусяівна;Жіноча;1975-04-23;Музикант;селище Самбір;вулиця Фабрична, буд. 98 кв. 04, Шумськ, 17408;+380 (48) 703-76-29;opanas07@example.com
Терещук;Демид;Гордійович;Чоловіча;2002-01-03;Візажист;місто Миргород;парк Амундсена, 1-й, буд. 140, Семенівка, 60988;042 367-37-94;chubaimarko@example.net
Чередник;Данило;Мирославович;Чоловіча;1995-11-21;Композитор;місто Волноваха;проспект Шишкіна 1-й, буд. 755, Молодогвардійськ, 83824;068 817 95 49;ihororlyk@example.org
Оніщук;Болеслав;Георгійович;Чоловіча;2000-02-02;Кур'єр;селище Оріхів;проспект Слєпньова, буд. 03, Маріуполь, 29241;+380 29 233-79-81;azar04@example.net
Артим;Розалія;Терезаівна;Жіноча;2008-06-23;Менеджер;хутір Кіцмань;узвіз Морський, буд. 04 кв. 91, Яготин, 73715;700-77-22;kovpakvolodymyra@example.net
Шиян;Андрій;Григорійович;Чоловіча;1991-09-17;Адвокат;селище Прип'ять ;парк Кристаловського, буд. 241 кв. 018, Полтава, 68936;051 384-15-14;violetta33@example.net
Аверченко;Назар;Артемович;Чоловіча;1940-06-17;Кінолог;селище Суходільськ;парк Скидановський узвіз, буд. 05, Старий Крим, 73626;043 163-65-99;lkhudobiak@example.net
Алексійчук;Володимир;Олександрович;Чоловіча;1982-04-09;Кухар;місто Богодухів;узвіз Магнітогорський, буд. 10 кв. 68, Рівне, 28608;056 626 85 09;andrusenkoleontii@example.com
Ґжицька;Богуслава;Віраівна;Жіноча;2008-05-24;Юрист;місто Гола Пристань;набережна Бузковий 1-й, буд. 92, Перевальськ, 67589;+380 54 505 38 64;sdemianchuk@example.org
Єфименко;Степан;Глібович;Чоловіча;2005-01-11;Кінорежисер;місто Березівка;сквер Солонцюватий, буд. 1 кв. 02, Вовчанськ, 98764;536-98-99;maksymiarosh@example.net
Шиян;Віра;Іринаівна;Жіноча;1994-08-13;Літературознавець;хутір Верхньодніпровськ;набережна Крижанівський, буд. 81 кв. 95, Нова Каховка, 17277;+380 (87) 313-42-90;vasyl94@example.net
Корбут;Антон;Макарович;Чоловіча;1949-01-15;Підприємець;село Сновськ;сквер Кипарисний 1-й, буд. 401 кв. 8, Чорнобиль, 39901;+380 41 320-52-44;nesterenkoboryslav@example.com
Оробець;Зорян;Охрімович;Чоловіча;1991-03-03;Льотчик;село Донецьк;набережна Новгородський, буд. 1, Святогірськ, 79474;+380 64 175-45-64;apryimak@example.com
Деряжний;Болеслав;Вʼячеславович;Чоловіча;1965-10-16;Паралегал;хутір Щастя ;вулиця Дальній, буд. 9, Марганець , 98006;071 361-60-99;les60@example.com
Бандурка;Христина;Маріяівна;Жіноча;1942-07-07;Євнух;село Ржищів;сквер Колективний, буд. 067 кв. 03, Почаїв, 28117;326 46 98;onufriienkohryhorii@example.org
Піддубний;Леон;Азарович;Чоловіча;2008-08-21;Головний меркшейдер;селище Судак ;сквер Травневий, буд. 349 кв. 42, Амвросіївка, 90754;+380 39 786-74-99;kmedvedenko@example.org
Свистун;Зиновій;Демидович;Чоловіча;1963-09-11;Фольклорист;місто Подільськ;вулиця Романтиків, буд. 078 кв. 94, Устилуг, 21489;+380 80 283 26 25;khrystynanosenko@example.com
